flow_id,scenario,algorithm,traffic_type,priority,source_zone,segment_id,segment_type,segment_zone,required_bandwidth_mbps,estimated_delay_ms,estimated_loss_percent,qos_satisfied
193,peak_load,least_loaded,file_download,2,computer_lab,eth_academic,ethernet,academic_building,8.348,5.0,0.05,True
194,peak_load,least_loaded,voice,5,administration,eth_lab,ethernet,computer_lab,0.232,4.0,0.05,True
195,peak_load,least_loaded,web,3,library,eth_lab,ethernet,computer_lab,1.478,4.0,0.05,True
196,peak_load,least_loaded,web,3,student_area,eth_server,ethernet,server_room,1.261,3.0,0.03,True
197,peak_load,least_loaded,web,3,administration,eth_server,ethernet,server_room,1.736,3.0,0.03,True
198,peak_load,least_loaded,background_update,1,dormitory,eth_lab,ethernet,computer_lab,2.772,4.0,0.05,True
199,peak_load,least_loaded,lms,4,administration,eth_server,ethernet,server_room,0.802,3.0,0.03,True
200,peak_load,least_loaded,video,5,dormitory,eth_admin,ethernet,administration,4.387,5.0,0.05,True
201,peak_load,least_loaded,lms,4,dormitory,wifi_ap_1,wifi,academic_building,1.157,18.0,0.7,True
202,peak_load,least_loaded,web,3,dormitory,eth_server,ethernet,server_room,1.191,3.0,0.03,True
203,peak_load,least_loaded,lms,4,academic_building,eth_server,ethernet,server_room,1.235,3.0,0.03,True
204,peak_load,least_loaded,lms,4,computer_lab,eth_lab,ethernet,computer_lab,1.162,4.0,0.05,True
205,peak_load,least_loaded,voice,5,computer_lab,eth_server,ethernet,server_room,0.196,3.0,0.03,True
206,peak_load,least_loaded,video,5,computer_lab,eth_server,ethernet,server_room,3.724,3.0,0.03,True
207,peak_load,least_loaded,file_download,2,administration,eth_lab,ethernet,computer_lab,7.768,4.0,0.05,True
208,peak_load,least_loaded,video,5,student_area,eth_admin,ethernet,administration,4.098,5.0,0.05,True
209,peak_load,least_loaded,background_update,1,dormitory,eth_server,ethernet,server_room,3.571,3.0,0.03,True
210,peak_load,least_loaded,web,3,academic_building,eth_academic,ethernet,academic_building,1.855,5.0,0.05,True
211,peak_load,least_loaded,web,3,library,wifi_ap_1,wifi,academic_building,1.657,18.0,0.7,True
212,peak_load,least_loaded,lms,4,academic_building,eth_academic,ethernet,academic_building,1.026,5.0,0.05,True
213,peak_load,least_loaded,video,5,academic_building,eth_server,ethernet,server_room,3.923,3.0,0.03,True
214,peak_load,least_loaded,video,5,library,eth_academic,ethernet,academic_building,3.997,5.0,0.05,True
215,peak_load,least_loaded,file_download,2,computer_lab,wifi_ap_2,wifi,library,8.822,22.0,0.9,True
216,peak_load,least_loaded,lms,4,dormitory,eth_admin,ethernet,administration,1.24,5.0,0.05,True
217,peak_load,least_loaded,video,5,computer_lab,eth_lab,ethernet,computer_lab,3.289,4.0,0.05,True
218,peak_load,least_loaded,video,5,computer_lab,wifi_ap_4,wifi,dormitory,4.016,28.0,1.3,True
219,peak_load,least_loaded,file_download,2,academic_building,eth_server,ethernet,server_room,7.105,3.0,0.03,True
220,peak_load,least_loaded,file_download,2,dormitory,eth_admin,ethernet,administration,7.36,5.0,0.05,True
5,peak_load,qos_priority,video,5,student_area,eth_lab,ethernet,computer_lab,3.114,4.0,0.05,True
8,peak_load,qos_priority,video,5,library,eth_admin,ethernet,administration,3.137,5.0,0.05,True
9,peak_load,qos_priority,video,5,library,eth_academic,ethernet,academic_building,3.808,5.0,0.05,True
18,peak_load,qos_priority,video,5,library,eth_server,ethernet,server_room,4.012,3.0,0.03,True
19,peak_load,qos_priority,video,5,student_area,eth_lab,ethernet,computer_lab,4.762,4.0,0.05,True
34,peak_load,qos_priority,video,5,administration,eth_server,ethernet,server_room,4.808,3.0,0.03,True
36,peak_load,qos_priority,video,5,library,eth_admin,ethernet,administration,3.084,5.0,0.05,True
38,peak_load,qos_priority,video,5,library,eth_academic,ethernet,academic_building,4.334,5.0,0.05,True
43,peak_load,qos_priority,voice,5,administration,eth_server,ethernet,server_room,0.242,3.0,0.03,True
47,peak_load,qos_priority,voice,5,dormitory,eth_server,ethernet,server_room,0.172,3.0,0.03,True
70,peak_load,qos_priority,video,5,computer_lab,eth_server,ethernet,server_room,4.213,3.0,0.03,True
72,peak_load,qos_priority,video,5,dormitory,eth_admin,ethernet,administration,4.587,5.0,0.05,True
74,peak_load,qos_priority,video,5,computer_lab,eth_lab,ethernet,computer_lab,4.328,4.0,0.05,True
78,peak_load,qos_priority,video,5,dormitory,eth_academic,ethernet,academic_building,4.223,5.0,0.05,True
84,peak_load,qos_priority,video,5,administration,eth_server,ethernet,server_room,4.036,3.0,0.03,True
85,peak_load,qos_priority,video,5,library,eth_lab,ethernet,computer_lab,4.835,4.0,0.05,True
86,peak_load,qos_priority,video,5,library,eth_admin,ethernet,administration,4.603,5.0,0.05,True
95,peak_load,qos_priority,video,5,student_area,eth_academic,ethernet,academic_building,3.639,5.0,0.05,True
98,peak_load,qos_priority,video,5,dormitory,eth_server,ethernet,server_room,3.662,3.0,0.03,True
101,peak_load,qos_priority,voice,5,computer_lab,eth_server,ethernet,server_room,0.188,3.0,0.03,True
102,peak_load,qos_priority,voice,5,student_area,eth_server,ethernet,server_room,0.18,3.0,0.03,True
106,peak_load,qos_priority,voice,5,student_area,eth_academic,ethernet,academic_building,0.217,5.0,0.05,True
111,peak_load,qos_priority,video,5,dormitory,eth_server,ethernet,server_room,3.363,3.0,0.03,True
115,peak_load,qos_priority,video,5,academic_building,eth_lab,ethernet,computer_lab,4.498,4.0,0.05,True
116,peak_load,qos_priority,video,5,student_area,eth_academic,ethernet,academic_building,3.448,5.0,0.05,True
117,peak_load,qos_priority,video,5,administration,eth_admin,ethernet,administration,3.081,5.0,0.05,True
118,peak_load,qos_priority,voice,5,library,eth_server,ethernet,server_room,0.17,3.0,0.03,True
119,peak_load,qos_priority,voice,5,library,eth_server,ethernet,server_room,0.174,3.0,0.03,True
121,peak_load,qos_priority,video,5,administration,eth_server,ethernet,server_room,3.512,3.0,0.03,True
124,peak_load,qos_priority,video,5,student_area,eth_academic,ethernet,academic_building,3.216,5.0,0.05,True
125,peak_load,qos_priority,voice,5,student_area,eth_lab,ethernet,computer_lab,0.208,4.0,0.05,True
130,peak_load,qos_priority,video,5,computer_lab,eth_lab,ethernet,computer_lab,4.565,4.0,0.05,True
132,peak_load,qos_priority,video,5,administration,eth_admin,ethernet,administration,3.682,5.0,0.05,True
140,peak_load,qos_priority,video,5,dormitory,eth_server,ethernet,server_room,3.488,3.0,0.03,True
143,peak_load,qos_priority,video,5,library,eth_academic,ethernet,academic_building,3.71,5.0,0.05,True
148,peak_load,qos_priority,video,5,dormitory,eth_server,ethernet,server_room,4.292,3.0,0.03,True
150,peak_load,qos_priority,video,5,administration,eth_lab,ethernet,computer_lab,3.487,4.0,0.05,True
157,peak_load,qos_priority,video,5,dormitory,eth_admin,ethernet,administration,3.553,5.0,0.05,True
162,peak_load,qos_priority,video,5,student_area,eth_academic,ethernet,academic_building,4.395,5.0,0.05,True
163,peak_load,qos_priority,video,5,dormitory,eth_server,ethernet,server_room,3.205,3.0,0.03,True
164,peak_load,qos_priority,voice,5,student_area,eth_lab,ethernet,computer_lab,0.197,4.0,0.05,True
167,peak_load,qos_priority,video,5,dormitory,eth_lab,ethernet,computer_lab,3.148,4.0,0.05,True
170,peak_load,qos_priority,video,5,computer_lab,eth_admin,ethernet,administration,4.529,5.0,0.05,True
176,peak_load,qos_priority,video,5,library,eth_server,ethernet,server_room,3.529,3.0,0.03,True
177,peak_load,qos_priority,video,5,library,eth_academic,ethernet,academic_building,3.348,5.0,0.05,True
178,peak_load,qos_priority,video,5,academic_building,eth_lab,ethernet,computer_lab,3.817,4.0,0.05,True
180,peak_load,qos_priority,video,5,administration,eth_server,ethernet,server_room,3.565,3.0,0.03,True
186,peak_load,qos_priority,video,5,student_area,eth_admin,ethernet,administration,4.19,5.0,0.05,True
192,peak_load,qos_priority,voice,5,library,eth_academic,ethernet,academic_building,0.246,5.0,0.05,True
194,peak_load,qos_priority,voice,5,administration,eth_academic,ethernet,academic_building,0.232,5.0,0.05,True
200,peak_load,qos_priority,video,5,dormitory,eth_academic,ethernet,academic_building,4.387,5.0,0.05,True
205,peak_load,qos_priority,voice,5,computer_lab,eth_lab,ethernet,computer_lab,0.196,4.0,0.05,True
206,peak_load,qos_priority,video,5,computer_lab,eth_server,ethernet,server_room,3.724,3.0,0.03,True
208,peak_load,qos_priority,video,5,student_area,eth_lab,ethernet,computer_lab,4.098,4.0,0.05,True
213,peak_load,qos_priority,video,5,academic_building,eth_server,ethernet,server_room,3.923,3.0,0.03,True
214,peak_load,qos_priority,video,5,library,eth_admin,ethernet,administration,3.997,5.0,0.05,True
217,peak_load,qos_priority,video,5,computer_lab,eth_lab,ethernet,computer_lab,3.289,4.0,0.05,True
218,peak_load,qos_priority,video,5,computer_lab,eth_academic,ethernet,academic_building,4.016,5.0,0.05,True
14,peak_load,qos_priority,lms,4,student_area,eth_server,ethernet,server_room,0.948,3.0,0.03,True
21,peak_load,qos_priority,lms,4,computer_lab,eth_server,ethernet,server_room,1.102,3.0,0.03,True
26,peak_load,qos_priority,lms,4,computer_lab,eth_lab,ethernet,computer_lab,0.855,4.0,0.05,True
27,peak_load,qos_priority,lms,4,administration,eth_server,ethernet,server_room,1.067,3.0,0.03,True
28,peak_load,qos_priority,lms,4,dormitory,eth_lab,ethernet,computer_lab,0.876,4.0,0.05,True
30,peak_load,qos_priority,lms,4,student_area,eth_server,ethernet,server_room,0.772,3.0,0.03,True
31,peak_load,qos_priority,lms,4,library,eth_academic,ethernet,academic_building,1.069,5.0,0.05,True
32,peak_load,qos_priority,lms,4,administration,eth_admin,ethernet,administration,0.971,5.0,0.05,True
37,peak_load,qos_priority,lms,4,academic_building,eth_server,ethernet,server_room,1.199,3.0,0.03,True
39,peak_load,qos_priority,lms,4,computer_lab,eth_lab,ethernet,computer_lab,1.192,4.0,0.05,True
40,peak_load,qos_priority,lms,4,computer_lab,eth_academic,ethernet,academic_building,1.125,5.0,0.05,True
56,peak_load,qos_priority,lms,4,administration,eth_admin,ethernet,administration,1.143,5.0,0.05,True
57,peak_load,qos_priority,lms,4,computer_lab,eth_server,ethernet,server_room,0.808,3.0,0.03,True
62,peak_load,qos_priority,lms,4,administration,eth_lab,ethernet,computer_lab,1.21,4.0,0.05,True
66,peak_load,qos_priority,lms,4,library,eth_server,ethernet,server_room,0.846,3.0,0.03,True
69,peak_load,qos_priority,lms,4,academic_building,eth_academic,ethernet,academic_building,0.902,5.0,0.05,True
71,peak_load,qos_priority,lms,4,dormitory,eth_admin,ethernet,administration,0.971,5.0,0.05,True
81,peak_load,qos_priority,lms,4,dormitory,eth_server,ethernet,server_room,0.872,3.0,0.03,True
94,peak_load,qos_priority,lms,4,academic_building,eth_lab,ethernet,computer_lab,1.107,4.0,0.05,True
97,peak_load,qos_priority,lms,4,library,eth_academic,ethernet,academic_building,1.103,5.0,0.05,True
100,peak_load,qos_priority,lms,4,computer_lab,eth_server,ethernet,server_room,1.223,3.0,0.03,True
103,peak_load,qos_priority,lms,4,dormitory,eth_admin,ethernet,administration,1.019,5.0,0.05,True
112,peak_load,qos_priority,lms,4,student_area,eth_lab,ethernet,computer_lab,0.856,4.0,0.05,True
113,peak_load,qos_priority,lms,4,dormitory,eth_academic,ethernet,academic_building,0.889,5.0,0.05,True
122,peak_load,qos_priority,lms,4,computer_lab,eth_server,ethernet,server_room,1.054,3.0,0.03,True
131,peak_load,qos_priority,lms,4,dormitory,eth_admin,ethernet,administration,1.081,5.0,0.05,True
139,peak_load,qos_priority,lms,4,library,eth_lab,ethernet,computer_lab,1.165,4.0,0.05,True
142,peak_load,qos_priority,lms,4,dormitory,eth_server,ethernet,server_room,1.175,3.0,0.03,True
144,peak_load,qos_priority,lms,4,student_area,eth_academic,ethernet,academic_building,1.19,5.0,0.05,True
154,peak_load,qos_priority,lms,4,student_area,eth_lab,ethernet,computer_lab,0.865,4.0,0.05,True
160,peak_load,qos_priority,lms,4,student_area,eth_admin,ethernet,administration,0.757,5.0,0.05,True
165,peak_load,qos_priority,lms,4,library,eth_server,ethernet,server_room,1.233,3.0,0.03,True
166,peak_load,qos_priority,lms,4,dormitory,eth_academic,ethernet,academic_building,0.807,5.0,0.05,True
173,peak_load,qos_priority,lms,4,computer_lab,eth_lab,ethernet,computer_lab,1.245,4.0,0.05,True
174,peak_load,qos_priority,lms,4,computer_lab,eth_admin,ethernet,administration,0.78,5.0,0.05,True
185,peak_load,qos_priority,lms,4,library,eth_server,ethernet,server_room,0.786,3.0,0.03,True
190,peak_load,qos_priority,lms,4,computer_lab,eth_academic,ethernet,academic_building,0.77,5.0,0.05,True
191,peak_load,qos_priority,lms,4,student_area,eth_server,ethernet,server_room,1.052,3.0,0.03,True
199,peak_load,qos_priority,lms,4,administration,eth_admin,ethernet,administration,0.802,5.0,0.05,True
201,peak_load,qos_priority,lms,4,dormitory,eth_academic,ethernet,academic_building,1.157,5.0,0.05,True
203,peak_load,qos_priority,lms,4,academic_building,eth_lab,ethernet,computer_lab,1.235,4.0,0.05,True
204,peak_load,qos_priority,lms,4,computer_lab,eth_server,ethernet,server_room,1.162,3.0,0.03,True
212,peak_load,qos_priority,lms,4,academic_building,eth_admin,ethernet,administration,1.026,5.0,0.05,True
216,peak_load,qos_priority,lms,4,dormitory,eth_academic,ethernet,academic_building,1.24,5.0,0.05,True
3,peak_load,qos_priority,web,3,library,wifi_ap_2,wifi,library,1.348,22.0,0.9,True
6,peak_load,qos_priority,web,3,computer_lab,wifi_ap_1,wifi,academic_building,1.815,18.0,0.7,True
7,peak_load,qos_priority,web,3,academic_building,wifi_ap_3,wifi,student_area,1.846,26.0,1.1,True
11,peak_load,qos_priority,web,3,computer_lab,wifi_ap_4,wifi,dormitory,1.186,28.0,1.3,True
12,peak_load,qos_priority,web,3,computer_lab,wifi_ap_4,wifi,dormitory,1.517,28.0,1.3,True
15,peak_load,qos_priority,web,3,student_area,wifi_ap_2,wifi,library,1.468,22.0,0.9,True
17,peak_load,qos_priority,web,3,computer_lab,wifi_ap_1,wifi,academic_building,1.872,18.0,0.7,True
22,peak_load,qos_priority,web,3,administration,wifi_ap_3,wifi,student_area,1.522,26.0,1.1,True
23,peak_load,qos_priority,web,3,computer_lab,wifi_ap_4,wifi,dormitory,1.35,28.0,1.3,True
24,peak_load,qos_priority,web,3,library,wifi_ap_2,wifi,library,1.323,22.0,0.9,True
35,peak_load,qos_priority,web,3,student_area,wifi_ap_1,wifi,academic_building,1.562,18.0,0.7,True
50,peak_load,qos_priority,web,3,dormitory,wifi_ap_4,wifi,dormitory,1.371,28.0,1.3,True
52,peak_load,qos_priority,web,3,administration,wifi_ap_3,wifi,student_area,1.861,26.0,1.1,True
53,peak_load,qos_priority,web,3,academic_building,wifi_ap_1,wifi,academic_building,1.212,18.0,0.7,True
63,peak_load,qos_priority,web,3,administration,wifi_ap_2,wifi,library,1.761,22.0,0.9,True
65,peak_load,qos_priority,web,3,student_area,wifi_ap_4,wifi,dormitory,1.427,28.0,1.3,True
67,peak_load,qos_priority,web,3,dormitory,wifi_ap_1,wifi,academic_building,1.633,18.0,0.7,True
75,peak_load,qos_priority,web,3,academic_building,wifi_ap_2,wifi,library,1.739,22.0,0.9,True
80,peak_load,qos_priority,web,3,library,wifi_ap_4,wifi,dormitory,1.664,28.0,1.3,True
82,peak_load,qos_priority,web,3,academic_building,wifi_ap_3,wifi,student_area,1.794,26.0,1.1,True
87,peak_load,qos_priority,web,3,computer_lab,wifi_ap_1,wifi,academic_building,1.572,18.0,0.7,True
96,peak_load,qos_priority,web,3,library,wifi_ap_4,wifi,dormitory,1.238,28.0,1.3,True
99,peak_load,qos_priority,web,3,academic_building,wifi_ap_1,wifi,academic_building,1.28,18.0,0.7,True
105,peak_load,qos_priority,web,3,student_area,wifi_ap_2,wifi,library,1.452,22.0,0.9,True
108,peak_load,qos_priority,web,3,library,eth_lab,ethernet,computer_lab,1.861,4.0,0.05,True
109,peak_load,qos_priority,web,3,dormitory,eth_server,ethernet,server_room,1.569,3.0,0.03,True
110,peak_load,qos_priority,web,3,academic_building,wifi_ap_3,wifi,student_area,1.607,26.0,1.1,True
120,peak_load,qos_priority,web,3,academic_building,eth_admin,ethernet,administration,1.548,5.0,0.05,True
135,peak_load,qos_priority,web,3,library,eth_academic,ethernet,academic_building,1.452,5.0,0.05,True
138,peak_load,qos_priority,web,3,administration,eth_server,ethernet,server_room,1.569,3.0,0.03,True
141,peak_load,qos_priority,web,3,computer_lab,eth_lab,ethernet,computer_lab,1.626,4.0,0.05,True
146,peak_load,qos_priority,web,3,library,eth_admin,ethernet,administration,1.189,5.0,0.05,True
149,peak_load,qos_priority,web,3,academic_building,eth_server,ethernet,server_room,1.195,3.0,0.03,True
151,peak_load,qos_priority,web,3,student_area,wifi_ap_1,wifi,academic_building,1.48,18.0,0.7,True
152,peak_load,qos_priority,web,3,dormitory,wifi_ap_4,wifi,dormitory,1.872,28.0,1.3,True
153,peak_load,qos_priority,web,3,student_area,eth_academic,ethernet,academic_building,1.652,5.0,0.05,True
156,peak_load,qos_priority,web,3,administration,eth_lab,ethernet,computer_lab,1.264,4.0,0.05,True
158,peak_load,qos_priority,web,3,computer_lab,eth_server,ethernet,server_room,1.573,3.0,0.03,True
161,peak_load,qos_priority,web,3,student_area,eth_admin,ethernet,administration,1.159,5.0,0.05,True
168,peak_load,qos_priority,web,3,academic_building,eth_academic,ethernet,academic_building,1.239,5.0,0.05,True
171,peak_load,qos_priority,web,3,computer_lab,eth_lab,ethernet,computer_lab,1.294,4.0,0.05,True
172,peak_load,qos_priority,web,3,dormitory,eth_server,ethernet,server_room,1.806,3.0,0.03,True
179,peak_load,qos_priority,web,3,dormitory,eth_admin,ethernet,administration,1.343,5.0,0.05,True
184,peak_load,qos_priority,web,3,administration,eth_academic,ethernet,academic_building,1.237,5.0,0.05,True
188,peak_load,qos_priority,web,3,student_area,eth_lab,ethernet,computer_lab,1.65,4.0,0.05,True
195,peak_load,qos_priority,web,3,library,eth_server,ethernet,server_room,1.478,3.0,0.03,True
196,peak_load,qos_priority,web,3,student_area,wifi_ap_2,wifi,library,1.261,22.0,0.9,True
197,peak_load,qos_priority,web,3,administration,eth_admin,ethernet,administration,1.736,5.0,0.05,True
202,peak_load,qos_priority,web,3,dormitory,eth_academic,ethernet,academic_building,1.191,5.0,0.05,True
210,peak_load,qos_priority,web,3,academic_building,eth_server,ethernet,server_room,1.855,3.0,0.03,True
211,peak_load,qos_priority,web,3,library,eth_lab,ethernet,computer_lab,1.657,4.0,0.05,True
1,peak_load,qos_priority,file_download,2,student_area,eth_academic,ethernet,academic_building,7.692,5.0,0.05,True
20,peak_load,qos_priority,file_download,2,student_area,eth_server,ethernet,server_room,7.14,3.0,0.03,True
25,peak_load,qos_priority,file_download,2,administration,eth_admin,ethernet,administration,8.213,5.0,0.05,True
33,peak_load,qos_priority,file_download,2,computer_lab,eth_lab,ethernet,computer_lab,6.039,4.0,0.05,True
44,peak_load,qos_priority,file_download,2,dormitory,wifi_ap_1,wifi,academic_building,9.209,18.0,0.7,True
45,peak_load,qos_priority,file_download,2,library,wifi_ap_3,wifi,student_area,7.067,26.0,1.1,True
46,peak_load,qos_priority,file_download,2,academic_building,wifi_ap_4,wifi,dormitory,7.53,28.0,1.3,True
48,peak_load,qos_priority,file_download,2,dormitory,eth_server,ethernet,server_room,7.399,3.0,0.03,True
49,peak_load,qos_priority,file_download,2,library,wifi_ap_2,wifi,library,6.892,22.0,0.9,True
51,peak_load,qos_priority,file_download,2,student_area,eth_lab,ethernet,computer_lab,7.405,4.0,0.05,True
58,peak_load,qos_priority,file_download,2,library,eth_academic,ethernet,academic_building,7.019,5.0,0.05,True
59,peak_load,qos_priority,file_download,2,academic_building,eth_admin,ethernet,administration,8.08,5.0,0.05,True
60,peak_load,qos_priority,file_download,2,administration,eth_server,ethernet,server_room,8.878,3.0,0.03,True
61,peak_load,qos_priority,file_download,2,administration,eth_lab,ethernet,computer_lab,6.788,4.0,0.05,True
64,peak_load,qos_priority,file_download,2,student_area,eth_academic,ethernet,academic_building,8.028,5.0,0.05,True
76,peak_load,qos_priority,file_download,2,administration,eth_server,ethernet,server_room,7.242,3.0,0.03,True
77,peak_load,qos_priority,file_download,2,library,eth_admin,ethernet,administration,6.098,5.0,0.05,True
79,peak_load,qos_priority,file_download,2,dormitory,eth_lab,ethernet,computer_lab,7.658,4.0,0.05,True
83,peak_load,qos_priority,file_download,2,academic_building,eth_academic,ethernet,academic_building,9.114,5.0,0.05,True
89,peak_load,qos_priority,file_download,2,computer_lab,eth_server,ethernet,server_room,7.707,3.0,0.03,True
91,peak_load,qos_priority,file_download,2,dormitory,eth_admin,ethernet,administration,7.8,5.0,0.05,True
92,peak_load,qos_priority,file_download,2,administration,eth_lab,ethernet,computer_lab,7.109,4.0,0.05,True
93,peak_load,qos_priority,file_download,2,dormitory,eth_server,ethernet,server_room,8.507,3.0,0.03,True
104,peak_load,qos_priority,file_download,2,computer_lab,eth_academic,ethernet,academic_building,9.591,5.0,0.05,True
107,peak_load,qos_priority,file_download,2,administration,eth_lab,ethernet,computer_lab,6.66,4.0,0.05,True
123,peak_load,qos_priority,file_download,2,academic_building,eth_admin,ethernet,administration,9.111,5.0,0.05,True
127,peak_load,qos_priority,file_download,2,academic_building,eth_server,ethernet,server_room,8.368,3.0,0.03,True
128,peak_load,qos_priority,file_download,2,library,eth_lab,ethernet,computer_lab,6.408,4.0,0.05,True
129,peak_load,qos_priority,file_download,2,administration,eth_academic,ethernet,academic_building,8.402,5.0,0.05,True
133,peak_load,qos_priority,file_download,2,dormitory,eth_server,ethernet,server_room,6.422,3.0,0.03,True
136,peak_load,qos_priority,file_download,2,administration,eth_admin,ethernet,administration,7.08,5.0,0.05,True
137,peak_load,qos_priority,file_download,2,computer_lab,eth_lab,ethernet,computer_lab,9.099,4.0,0.05,True
145,peak_load,qos_priority,file_download,2,student_area,eth_server,ethernet,server_room,8.223,3.0,0.03,True
147,peak_load,qos_priority,file_download,2,dormitory,wifi_ap_4,wifi,dormitory,8.221,28.0,1.3,True
155,peak_load,qos_priority,file_download,2,student_area,wifi_ap_1,wifi,academic_building,6.478,18.0,0.7,True
169,peak_load,qos_priority,file_download,2,student_area,eth_academic,ethernet,academic_building,6.341,5.0,0.05,True
181,peak_load,qos_priority,file_download,2,academic_building,wifi_ap_2,wifi,library,8.75,22.0,0.9,True
183,peak_load,qos_priority,file_download,2,library,eth_admin,ethernet,administration,7.701,5.0,0.05,True
187,peak_load,qos_priority,file_download,2,student_area,eth_server,ethernet,server_room,7.757,3.0,0.03,True
193,peak_load,qos_priority,file_download,2,computer_lab,eth_lab,ethernet,computer_lab,8.348,4.0,0.05,True
207,peak_load,qos_priority,file_download,2,administration,eth_academic,ethernet,academic_building,7.768,5.0,0.05,True
215,peak_load,qos_priority,file_download,2,computer_lab,wifi_ap_3,wifi,student_area,8.822,26.0,1.1,True
219,peak_load,qos_priority,file_download,2,academic_building,eth_server,ethernet,server_room,7.105,3.0,0.03,True
220,peak_load,qos_priority,file_download,2,dormitory,eth_admin,ethernet,administration,7.36,5.0,0.05,True
2,peak_load,qos_priority,background_update,1,computer_lab,eth_lab,ethernet,computer_lab,3.243,4.0,0.05,True
4,peak_load,qos_priority,background_update,1,computer_lab,eth_server,ethernet,server_room,3.354,3.0,0.03,True
10,peak_load,qos_priority,background_update,1,computer_lab,eth_academic,ethernet,academic_building,2.619,5.0,0.05,True
13,peak_load,qos_priority,background_update,1,library,eth_lab,ethernet,computer_lab,3.255,4.0,0.05,True
16,peak_load,qos_priority,background_update,1,academic_building,eth_server,ethernet,server_room,2.264,3.0,0.03,True
29,peak_load,qos_priority,background_update,1,academic_building,eth_academic,ethernet,academic_building,2.388,5.0,0.05,True
41,peak_load,qos_priority,background_update,1,library,eth_server,ethernet,server_room,3.547,3.0,0.03,True
42,peak_load,qos_priority,background_update,1,library,eth_academic,ethernet,academic_building,3.572,5.0,0.05,True
54,peak_load,qos_priority,background_update,1,library,eth_lab,ethernet,computer_lab,3.121,4.0,0.05,True
55,peak_load,qos_priority,background_update,1,academic_building,eth_admin,ethernet,administration,2.413,5.0,0.05,True
68,peak_load,qos_priority,background_update,1,computer_lab,eth_server,ethernet,server_room,3.104,3.0,0.03,True
73,peak_load,qos_priority,background_update,1,administration,eth_lab,ethernet,computer_lab,2.505,4.0,0.05,True
88,peak_load,qos_priority,background_update,1,dormitory,eth_admin,ethernet,administration,3.169,5.0,0.05,True
90,peak_load,qos_priority,background_update,1,dormitory,eth_academic,ethernet,academic_building,3.596,5.0,0.05,True
114,peak_load,qos_priority,background_update,1,dormitory,eth_server,ethernet,server_room,2.628,3.0,0.03,True
126,peak_load,qos_priority,background_update,1,dormitory,eth_lab,ethernet,computer_lab,2.845,4.0,0.05,True
134,peak_load,qos_priority,background_update,1,administration,eth_server,ethernet,server_room,3.587,3.0,0.03,True
159,peak_load,qos_priority,background_update,1,library,eth_admin,ethernet,administration,2.694,5.0,0.05,True
175,peak_load,qos_priority,background_update,1,academic_building,eth_academic,ethernet,academic_building,3.671,5.0,0.05,True
182,peak_load,qos_priority,background_update,1,administration,eth_lab,ethernet,computer_lab,3.135,4.0,0.05,True
189,peak_load,qos_priority,background_update,1,computer_lab,eth_server,ethernet,server_room,3.06,3.0,0.03,True
198,peak_load,qos_priority,background_update,1,dormitory,eth_admin,ethernet,administration,2.772,5.0,0.05,True
209,peak_load,qos_priority,background_update,1,dormitory,eth_academic,ethernet,academic_building,3.571,5.0,0.05,True
5,peak_load,intelligent,video,5,student_area,eth_server,ethernet,server_room,3.114,3.0,0.03,True
8,peak_load,intelligent,video,5,library,eth_server,ethernet,server_room,3.137,3.0,0.03,True
9,peak_load,intelligent,video,5,library,eth_lab,ethernet,computer_lab,3.808,4.0,0.05,True
18,peak_load,intelligent,video,5,library,eth_server,ethernet,server_room,4.012,3.0,0.03,True
19,peak_load,intelligent,video,5,student_area,eth_admin,ethernet,administration,4.762,5.0,0.05,True
34,peak_load,intelligent,video,5,administration,eth_academic,ethernet,academic_building,4.808,5.0,0.05,True
36,peak_load,intelligent,video,5,library,eth_lab,ethernet,computer_lab,3.084,4.0,0.05,True
38,peak_load,intelligent,video,5,library,eth_server,ethernet,server_room,4.334,3.0,0.03,True
43,peak_load,intelligent,voice,5,administration,eth_server,ethernet,server_room,0.242,3.0,0.03,True
47,peak_load,intelligent,voice,5,dormitory,eth_server,ethernet,server_room,0.172,3.0,0.03,True
70,peak_load,intelligent,video,5,computer_lab,eth_academic,ethernet,academic_building,4.213,5.0,0.05,True
72,peak_load,intelligent,video,5,dormitory,eth_lab,ethernet,computer_lab,4.587,4.0,0.05,True
74,peak_load,intelligent,video,5,computer_lab,eth_admin,ethernet,administration,4.328,5.0,0.05,True
78,peak_load,intelligent,video,5,dormitory,eth_server,ethernet,server_room,4.223,3.0,0.03,True
84,peak_load,intelligent,video,5,administration,eth_academic,ethernet,academic_building,4.036,5.0,0.05,True
85,peak_load,intelligent,video,5,library,eth_lab,ethernet,computer_lab,4.835,4.0,0.05,True
86,peak_load,intelligent,video,5,library,eth_server,ethernet,server_room,4.603,3.0,0.03,True
95,peak_load,intelligent,video,5,student_area,eth_admin,ethernet,administration,3.639,5.0,0.05,True
98,peak_load,intelligent,video,5,dormitory,eth_academic,ethernet,academic_building,3.662,5.0,0.05,True
101,peak_load,intelligent,voice,5,computer_lab,eth_server,ethernet,server_room,0.188,3.0,0.03,True
102,peak_load,intelligent,voice,5,student_area,eth_server,ethernet,server_room,0.18,3.0,0.03,True
106,peak_load,intelligent,voice,5,student_area,eth_server,ethernet,server_room,0.217,3.0,0.03,True
111,peak_load,intelligent,video,5,dormitory,eth_server,ethernet,server_room,3.363,3.0,0.03,True
